,INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
3256,1513 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3065640085.0,04/08/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,991380.0,163635.0
3257,4002 16 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3053640040.0,05/02/2017,Open,Site downloaded for cleaning,,989698.0,170985.0
3258,1874 BEDFORD AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40.0,3050340054.0,03/22/2017,Open,Site downloaded for cleaning,,996237.0,179580.0
3259,726 EAST  181 STREET,BRONX,06 BRONX,Precinct 48,15.0,2030960062.0,11/04/2016,Open,Site downloaded for cleaning,,1015422.0,248433.0
3261,1615 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,,04/08/2017,Open,Property Research Required,,991510.0,162742.0
3264,450 EAST    6 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,,12/29/2016,Open,Property Research Required,,988394.0,203749.0
3265,4117 BARNES AVENUE,BRONX,12 BRONX,Precinct 47,12.0,,12/19/2016,Open,Property Research Required,,1024131.0,263642.0
3270,1001 WESTCHESTER AVENUE,BRONX,02 BRONX,Precinct 41,17.0,,07/28/2016,Open,Property Research Required,,1013817.0,239514.0
3271,1985 BELMONT AVENUE,BRONX,06 BRONX,Precinct 48,17.0,,06/08/2016,Open,Property Research Required,,1014338.0,247747.0
3273,1317 BROADWAY,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3033210001.0,05/01/2017,Open,Site downloaded for cleaning,,1005446.0,190804.0
3274,2418 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40.0,3051040018.0,04/02/2017,Open,Site downloaded for cleaning,,996587.0,176286.0
3275,180 WEST    9 STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39.0,3004787505.0,02/24/2017,Open,Site downloaded for cleaning,,984560.0,185218.0
3276,4914 AVENUE H,BROOKLYN,18 BROOKLYN,Precinct 63,45.0,3077530045.0,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/26/2017,1003927.0,169829.0
3277,121 AVENUE U,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3070970044.0,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/25/2017,989842.0,156509.0
3278,1990 MC DONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44.0,3066800005.0,07/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/18/2016,991964.0,159343.0
3279,1619 AVENUE M,BROOKLYN,14 BROOKLYN,Precinct 70,44.0,3067360050.0,11/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/09/2017,995677.0,164488.0
3280,11 CROSBY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,1002330002.0,03/20/2017,Closed,Graffiti is intentional.,,984185.0,201588.0
3281,515 WEST   18 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,1006900020.0,03/15/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,04/19/2017,982267.0,210693.0
3282,367 NOSTRAND AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36.0,3018130001.0,05/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,997950.0,189055.0
3283,1013 SURF AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48.0,3072680234.0,01/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2017,990272.0,148937.0
3284,7120 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3061800033.0,12/08/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2017,984496.0,164694.0
3285,234-35 MERRICK BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31.0,4129740001.0,01/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2017,1057572.0,185060.0
3286,2642 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,7.0,1018720020.0,10/26/2016,Closed,Cleaning crew dispatched. No graffiti on property.,01/25/2017,992620.0,229790.0
3287,4407 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1021800320.0,09/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/14/2016,1002674.0,250823.0
3288,29-21 NEWTOWN AVENUE,QUEENS,01 QUEENS,Precinct 114,22.0,4005970005.0,09/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/09/2016,1006015.0,219291.0
3289,2927 AVENUE R,BROOKLYN,15 BROOKLYN,Precinct 61,48.0,3068130034.0,09/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/06/2016,1000060.0,160580.0
3290,113-30 QUEENS BOULEVARD,QUEENS,06 QUEENS,Precinct 112,29.0,4033400024.0,08/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2016,1029844.0,200730.0
3291,891 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3006840011.0,09/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/23/2016,982930.0,178681.0
3292,128-16 14 AVENUE,QUEENS,07 QUEENS,Precinct 109,19.0,4040950035.0,07/18/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/08/2016,1028547.0,225469.0
3293,4126 HYLAN BOULEVARD,STATEN ISLAND,03 STATEN ISLAND,Precinct 122,51.0,5053100007.0,07/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/07/2016,942921.0,135720.0
3294,250 WEST   40 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,1007890067.0,06/22/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/04/2016,987205.0,214471.0
3295,1708 MCDONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44.0,3066070008.0,08/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,991632.0,161861.0
3296,191-15 NORTHERN BOULEVARD,QUEENS,11 QUEENS,Precinct 111,19.0,4053670005.0,07/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,1042402.0,215447.0
3297,83-40 WOODHAVEN BOULEVARD,QUEENS,05 QUEENS,Precinct 104,30.0,4038660160.0,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/30/2016,1024370.0,195128.0
3298,87-17 LIBERTY AVENUE,QUEENS,10 QUEENS,Precinct 106,32.0,4091070025.0,06/24/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/30/2016,1025618.0,187013.0
3299,67-05 MAIN STREET,QUEENS,08 QUEENS,Precinct 107,24.0,4065320002.0,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/26/2016,1032661.0,206706.0
3300,131-47 FOWLER AVENUE,QUEENS,07 QUEENS,Precinct 109,20.0,4050760014.0,05/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/21/2016,1030547.0,213239.0
3301,68 COMMERCIAL STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3024820016.0,05/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/06/2016,996066.0,207749.0
3302,899 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3019760018.0,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/11/2016,993306.0,188330.0
3303,2711 MERMAID AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47.0,3070120042.0,06/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/04/2016,986057.0,149011.0
3304,263 CLERMONT AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3020920072.0,01/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2017,992516.0,190615.0
3305,636 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027870012.0,05/22/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/07/2016,999029.0,198452.0
3306,161 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026510131.0,05/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/19/2016,998971.0,203444.0
3307,105 KINGSTON AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3012160003.0,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2016,1000466.0,185657.0
3308,856 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3053940049.0,01/09/2017,Closed,Cleaning crew dispatched.  Owner refused.,04/28/2017,990443.0,170083.0
3309,7711 FIFTH AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3059620006.0,10/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,977778.0,168004.0
3310,4107 NEW UTRECHT AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3055910008.0,01/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/27/2017,985845.0,173606.0
3311,291 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3023830032.0,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/18/2017,996047.0,199042.0
3312,83 MONTROSE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3030510036.0,12/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,04/17/2017,999144.0,196876.0
3313,142 HAMILTON PLACE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,1020750026.0,02/14/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,998485.0,239598.0
3314,464 WEST   51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,1010600160.0,10/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2017,986958.0,217926.0
3315,30-65 14 STREET,QUEENS,01 QUEENS,Precinct 114,22.0,4005350017.0,02/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2017,1003333.0,219584.0
3316,66-40 MYRTLE AVENUE,QUEENS,05 QUEENS,Precinct 104,30.0,4037000019.0,03/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,1015629.0,194850.0
3317,5023 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3007910001.0,01/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,980713.0,174739.0
3318,4071 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,1021420073.0,12/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/28/2017,1001099.0,246633.0
3319,1403 FIFTH AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,9.0,1016210002.0,12/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/28/2017,998967.0,230788.0
3320,7402 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3062140012.0,01/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2017,984317.0,163878.0
3321,5415 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38.0,3056720004.0,01/27/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/21/2017,982535.0,171984.0
3322,219 COLUMBUS AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,1011220062.0,09/22/2016,Closed,Cleaning crew dispatched.  Owner refused.,01/25/2017,989844.0,221998.0
3323,166 EAST   35 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,2.0,1008900049.0,10/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,990224.0,211328.0
3324,5804 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008540038.0,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2016,979436.0,173136.0
3325,972 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3054390050.0,04/13/2017,Open,Site downloaded for cleaning,,990615.0,168872.0
3326,1871 ALBANY AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45.0,3077890031.0,09/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2016,1001886.0,167804.0
3327,2 ADELPHI STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3020310033.0,08/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/15/2016,991804.0,193455.0
3328,38-16 65 STREET,QUEENS,02 QUEENS,Precinct 108,26.0,4012190001.0,07/22/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/14/2016,1012315.0,211355.0
3329,1752 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,1015540003.0,07/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,998301.0,223915.0
3330,42 ST NICHOLAS AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,1018220024.0,08/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/04/2016,997412.0,230779.0
3331,631 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,1010540032.0,06/10/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/03/2016,986614.0,216182.0
3332,311 2 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,1008990024.0,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,988945.0,207032.0
3333,5 BAY   23 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3063740048.0,08/03/2016,Closed,Cleaning crew dispatched.  Owner refused.,10/28/2016,984428.0,159583.0
3334,4420 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3007360046.0,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2016,981122.0,176410.0
3335,458 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,8.0,2022820029.0,08/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2016,1006085.0,233792.0
3336,191 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3031660001.0,08/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/05/2016,1004491.0,195675.0
3337,711 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026190024.0,06/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,997553.0,203738.0
3338,370 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3024430026.0,05/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2016,994480.0,198560.0
3339,160 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026840004.0,05/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2016,998997.0,203448.0
3340,294 NORTH    8 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023230016.0,05/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/29/2016,997401.0,199967.0
3341,482 UNION AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34.0,3027510004.0,05/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/26/2016,997627.0,199735.0
3342,534 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027610014.0,05/12/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/26/2016,997845.0,199431.0
3343,109 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026480035.0,06/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2016,998234.0,203123.0
3344,202 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023350021.0,05/21/2016,Closed,Cleaning crew dispatched.  Owner refused.,08/22/2016,995763.0,200558.0
3345,4914 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3007820041.0,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2016,980878.0,174958.0
3346,741 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026190014.0,05/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2016,997474.0,203920.0
3347,566 LORIMER STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027620003.0,05/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/06/2016,998298.0,199359.0
3348,262 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026810033.0,05/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/01/2016,998579.0,202560.0
3349,2003 HAVILAND AVENUE,BRONX,09 BRONX,Precinct 43,18.0,2038010083.0,03/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2017,1023953.0,241596.0
3350,96 SUYDAM STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3032170001.0,02/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/11/2017,1003958.0,193581.0
3351,248 EAST   30 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,1009100037.0,11/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/11/2017,990114.0,209875.0
3352,13-09 40 AVENUE,QUEENS,01 QUEENS,Precinct 114,26.0,4004710693.0,03/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,1000341.0,214565.0
3353,2448 BUCK STREET,BRONX,10 BRONX,Precinct 45,18.0,2039950031.0,10/13/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/07/2017,1025603.0,245832.0
3354,135-35 82 AVENUE,QUEENS,08 QUEENS,Precinct 107,24.0,4096690127.0,09/30/2016,Closed,Cleaning crew dispatched. No graffiti on property.,02/27/2017,1033413.0,199661.0
3355,24-62 29 STREET,QUEENS,01 QUEENS,Precinct 114,22.0,4008410060.0,01/26/2017,Closed,Cleaning crew dispatched.  Owner refused.,02/21/2017,1007049.0,220525.0
3356,79 FORT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,1021360140.0,08/05/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,12/14/2016,999716.0,244438.0
3357,1813 64 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3055400073.0,09/10/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/30/2016,987287.0,164956.0
3358,576 92 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3061410005.0,09/04/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/28/2016,976743.0,163965.0
3359,1228 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3032160004.0,09/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1003977.0,193471.0
3360,743 54 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008180064.0,07/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,982286.0,172268.0
3361,1035 BOYNTON AVENUE,BRONX,09 BRONX,Precinct 43,18.0,2037140050.0,06/21/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/17/2016,1018197.0,239789.0
3362,103 WEST  137 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,1020060028.0,06/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/17/2016,1000744.0,236436.0
3363,607 55 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008250001.0,06/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2016,981260.0,172749.0
3364,210 DEVOE STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027720007.0,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/01/2016,1000203.0,199395.0
3365,4577 MATILDA AVENUE,BRONX,12 BRONX,Precinct 47,11.0,2050760056.0,12/08/2016,Closed,Cleaning crew dispatched.  Owner refused.,04/26/2017,1024672.0,268019.0
3366,4391 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11.0,2050420029.0,11/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,1024449.0,266512.0
3367,4434 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11.0,2050700015.0,12/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/07/2017,1024673.0,266860.0
3368,145 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1004110025.0,10/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/06/2016,987552.0,201821.0
3369,26-25 97 STREET,QUEENS,03 QUEENS,Precinct 115,21.0,4013770016.0,08/12/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/05/2016,1019642.0,216761.0
3370,465 CLEVELAND STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37.0,3040170014.0,09/21/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/22/2016,1016401.0,184563.0
3371,24 PENNYFIELD AVENUE,BRONX,10 BRONX,Precinct 45,13.0,2055297501.0,09/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1038842.0,234238.0
3372,853 MORRIS PARK AVENUE,BRONX,11 BRONX,Precinct 49,13.0,2040560021.0,06/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,1022804.0,247663.0
3373,195 CLASSON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33.0,3018967501.0,07/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/06/2016,995009.0,192321.0
3374,57 EAST   11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,2.0,1005630046.0,01/25/2017,Open,Mail returned / wrong address,,986306.0,206329.0
3375,3301 FULTON STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37.0,3041290062.0,10/05/2016,Open,Mail returned / wrong address,,1019298.0,188227.0
3376,1231 BROADWAY,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3032830006.0,04/19/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1004776.0,191307.0
3377,7020 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3061690029.0,04/25/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,984559.0,164976.0
3378,2275 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47.0,3071240004.0,04/08/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,991678.0,156714.0
3379,256 MANHATTAN AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,1018460027.0,04/21/2017,Open,Site downloaded for cleaning,,995510.0,231315.0
3380,836 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3015790130.0,05/01/2017,Open,Site downloaded for cleaning,,1001116.0,194009.0
3381,175 4 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39.0,3009490010.0,04/18/2017,Open,Site downloaded for cleaning,,989166.0,186483.0
3382,1720 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3065730043.0,03/13/2017,Open,Site downloaded for cleaning,,994399.0,163548.0
3383,961 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3019790059.0,03/15/2017,Open,Site downloaded for cleaning,,994102.0,188108.0
3384,6005 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3057830008.0,03/27/2017,Open,Site downloaded for cleaning,,979736.0,172217.0
